,SOC,SOH,Power,T,SEI_after,SEI_delta
2159,70,1.7778,1.0,23,1.77780054402664e-08,54.40266403
2170,70,1.8889,0.052632000000000005,23,1.8889004465223e-08,44.65222997
2171,70,1.8889,0.15789,23,1.8889004560064398e-08,45.600644
2172,70,1.8889,0.26316,23,1.88890046570958e-08,46.57095799
2173,70,1.8889,0.36841999999999997,23,1.88890047575209e-08,47.57520899
2174,70,1.8889,0.47368000000000005,23,1.88890048617982e-08,48.61798199
2175,70,1.8889,0.57895,23,1.88890049665854e-08,49.66585399
2176,70,1.8889,0.68421,23,1.88890050756408e-08,50.75640798
2177,70,1.8889,0.78947,23,1.88890051878037e-08,51.878037
2178,70,1.8889,0.89474,23,1.88890053026864e-08,53.02686398
2179,70,1.8889,1.0,23,1.88890054206173e-08,54.206173
2190,70,2.0,0.052632000000000005,23,2.0000004464168998e-08,44.64169001
2191,70,2.0,0.15789,23,2.00000045572772e-08,45.57277198
2192,70,2.0,0.26316,23,2.0000004653661098e-08,46.536611
2193,70,2.0,0.36841999999999997,23,2.00000047520928e-08,47.52092801
2194,70,2.0,0.47368000000000005,23,2.0000004853738998e-08,48.53739001
2195,70,2.0,0.57895,23,2.00000049570955e-08,49.570955
2196,70,2.0,0.68421,23,2.00000050636345e-08,50.636345
2197,70,2.0,0.78947,23,2.00000051740827e-08,51.74082699
2198,70,2.0,0.89474,23,2.0000005286345197e-08,52.863452
2199,70,2.0,1.0,23,2.00000054017721e-08,54.01772101
2210,69,1.0,0.052632000000000005,23,1.0000004474449e-08,44.74448999
2211,69,1.0,0.15789,23,1.0000004586776001e-08,45.86775999
2212,69,1.0,0.26316,23,1.0000004704129701e-08,47.04129699
2213,69,1.0,0.36841999999999997,23,1.0000004825990701e-08,48.259907
2214,69,1.0,0.47368000000000005,23,1.0000004952065e-08,49.52064999
2215,69,1.0,0.57895,23,1.00000050821564e-08,50.82156401
2216,69,1.0,0.68421,23,1.00000052168433e-08,52.168433
2217,69,1.0,0.78947,23,1.00000053566034e-08,53.566033999999995
2218,69,1.0,0.89474,23,1.00000055016663e-08,55.01666299
2219,69,1.0,1.0,23,1.00000056522393e-08,56.52239300000001
2230,69,1.1111,0.052632000000000005,23,1.11110044730627e-08,44.73062701
2231,69,1.1111,0.15789,23,1.11110045823615e-08,45.823615000000004
2232,69,1.1111,0.26316,23,1.11110046966953e-08,46.96695301
2233,69,1.1111,0.36841999999999997,23,1.11110048139888e-08,48.139888
2234,69,1.1111,0.47368000000000005,23,1.11110049358907e-08,49.358907
2235,69,1.1111,0.57895,23,1.11110050618175e-08,50.618175
2236,69,1.1111,0.68421,23,1.11110051914446e-08,51.914446000000005
2237,69,1.1111,0.78947,23,1.1111005327067799e-08,53.27067801
2238,69,1.1111,0.89474,23,1.1111005466178601e-08,54.661786
2239,69,1.1111,1.0,23,1.11110056104277e-08,56.104277
2250,69,1.2222,0.052632000000000005,23,1.22220044715727e-08,44.71572701
2251,69,1.2222,0.15789,23,1.2222004577672701e-08,45.77672699
2252,69,1.2222,0.26316,23,1.22220046891353e-08,46.891353
2253,69,1.2222,0.36841999999999997,23,1.22220048029606e-08,48.029606
2254,69,1.2222,0.47368000000000005,23,1.2222004920860501e-08,49.20860499
2255,69,1.2222,0.57895,23,1.22220050437486e-08,50.437486
2256,69,1.2222,0.68421,23,1.22220051685595e-08,51.685595
2257,69,1.2222,0.78947,23,1.22220052983998e-08,52.98399799
2258,69,1.2222,0.89474,23,1.22220054332546e-08,54.332545999999994
2259,69,1.2222,1.0,23,1.2222005571322e-08,55.71321999
2270,69,1.3333,0.052632000000000005,23,1.33330044701353e-08,44.70135301
2271,69,1.3333,0.15789,23,1.33330045737456e-08,45.737456
2272,69,1.3333,0.26316,23,1.33330046819789e-08,46.81978901
2273,69,1.3333,0.36841999999999997,23,1.33330047925298e-08,47.92529801
2274,69,1.3333,0.47368000000000005,23,1.33330049078978e-08,49.07897801
2275,69,1.3333,0.57895,23,1.33330050259616e-08,50.25961601
2276,69,1.3333,0.68421,23,1.33330051479347e-08,51.47934701
2277,69,1.3333,0.78947,23,1.3333005274234501e-08,52.74234499999999
2278,69,1.3333,0.89474,23,1.33330054044296e-08,54.044295999999996
2279,69,1.3333,1.0,23,1.33330055378887e-08,55.378887
2290,69,1.4444,0.052632000000000005,23,1.4444004468845701e-08,44.688457
2291,69,1.4444,0.15789,23,1.44440045711764e-08,45.711764
2292,69,1.4444,0.26316,23,1.4444004675940099e-08,46.759401000000004
2293,69,1.4444,0.36841999999999997,23,1.44440047841728e-08,47.841728
2294,69,1.4444,0.47368000000000005,23,1.44440048962465e-08,48.96246499
2295,69,1.4444,0.57895,23,1.44440050111626e-08,50.111626
2296,69,1.4444,0.68421,23,1.44440051298072e-08,51.298072
2297,69,1.4444,0.78947,23,1.4444005252381102e-08,52.523811
2298,69,1.4444,0.89474,23,1.44440053783874e-08,53.783874
2299,69,1.4444,1.0,23,1.44440055082185e-08,55.08218499
2310,69,1.5556,0.052632000000000005,23,1.55560044676637e-08,44.676637
2311,69,1.5556,0.15789,23,1.5556004567645802e-08,45.67645798
2312,69,1.5556,0.26316,23,1.55560046702254e-08,46.70225399
2313,69,1.5556,0.36841999999999997,23,1.55560047761677e-08,47.76167701
2314,69,1.5556,0.47368000000000005,23,1.5556004885028402e-08,48.85028398
2315,69,1.5556,0.57895,23,1.55560049975596e-08,49.975596
2316,69,1.5556,0.68421,23,1.55560051136256e-08,51.136256
2317,69,1.5556,0.78947,23,1.55560052329609e-08,52.32960899
2318,69,1.5556,0.89474,23,1.55560053553845e-08,53.553844999999995
2319,69,1.5556,1.0,23,1.5556005482059e-08,54.82058999
2330,69,1.6667,0.052632000000000005,23,1.66670044670266e-08,44.67026602
2331,69,1.6667,0.15789,23,1.66670045629831e-08,45.629831
2332,69,1.6667,0.26316,23,1.66670046652676e-08,46.65267599
2333,69,1.6667,0.36841999999999997,23,1.66670047694079e-08,47.69407901
2334,69,1.6667,0.47368000000000005,23,1.66670048763221e-08,48.763221
2335,69,1.6667,0.57895,23,1.66670049862759e-08,49.86275901
2336,69,1.6667,0.68421,23,1.66670050999208e-08,50.99920799
2337,69,1.6667,0.78947,23,1.66670052162232e-08,52.16223201
2338,69,1.6667,0.89474,23,1.66670053358785e-08,53.35878499
2339,69,1.6667,1.0,23,1.66670054586676e-08,54.58667601
2350,69,1.7778,0.052632000000000005,23,1.77780044660474e-08,44.66047402
2351,69,1.7778,0.15789,23,1.77780045616412e-08,45.61641201
2352,69,1.7778,0.26316,23,1.77780046606787e-08,46.60678702
2353,69,1.7778,0.36841999999999997,23,1.7778004763458602e-08,47.634586
2354,69,1.7778,0.47368000000000005,23,1.7778004868095202e-08,48.680952000000005
2355,69,1.7778,0.57895,23,1.7778004975898902e-08,49.758989
2356,69,1.7778,0.68421,23,1.77780050865966e-08,50.865966
2357,69,1.7778,0.78947,23,1.77780052002644e-08,52.00264402
2358,69,1.7778,0.89474,23,1.77780053177237e-08,53.17723701
2359,69,1.7778,1.0,23,1.77780054376887e-08,54.376886999999996
2370,69,1.8889,0.052632000000000005,23,1.88890044650047e-08,44.65004698
2371,69,1.8889,0.15789,23,1.88890045595406e-08,45.59540599
2372,69,1.8889,0.26316,23,1.88890046566881e-08,46.56688098
2373,69,1.8889,0.36841999999999997,23,1.88890047578395e-08,47.57839499
2374,69,1.8889,0.47368000000000005,23,1.88890048606322e-08,48.60632198
2375,69,1.8889,0.57895,23,1.8889004966428302e-08,49.66428297
2376,69,1.8889,0.68421,23,1.88890050748512e-08,50.74851198
2377,69,1.8889,0.78947,23,1.8889005187074e-08,51.87073998
2378,69,1.8889,0.89474,23,1.88890053008194e-08,53.00819399
2379,69,1.8889,1.0,23,1.88890054196017e-08,54.19601697
2390,69,2.0,0.052632000000000005,23,2.00000044641175e-08,44.641175
2391,69,2.0,0.15789,23,2.00000045575291e-08,45.57529101
2392,69,2.0,0.26316,23,2.0000004653917398e-08,46.53917401
2393,69,2.0,0.36841999999999997,23,2.00000047511874e-08,47.51187399
2394,69,2.0,0.47368000000000005,23,2.00000048531593e-08,48.531593
2395,69,2.0,0.57895,23,2.0000004956226302e-08,49.56226298
2396,69,2.0,0.68421,23,2.0000005064384498e-08,50.64384501
2397,69,2.0,0.78947,23,2.00000051728243e-08,51.728243
2398,69,2.0,0.89474,23,2.00000052852521e-08,52.85252101
2399,69,2.0,1.0,23,2.00000054009222e-08,54.00922199
2410,68,1.0,0.052632000000000005,23,1.0000004474010301e-08,44.74010299
2411,68,1.0,0.15789,23,1.0000004586570799e-08,45.865708000000005
2412,68,1.0,0.26316,23,1.0000004702067e-08,47.02067
2413,68,1.0,0.36841999999999997,23,1.0000004822033701e-08,48.22033699
2414,68,1.0,0.47368000000000005,23,1.00000049472606e-08,49.472606
2415,68,1.0,0.57895,23,1.00000050761087e-08,50.761086999999996
2416,68,1.0,0.68421,23,1.0000005209626199e-08,52.096262
2417,68,1.0,0.78947,23,1.00000053483505e-08,53.48350500000001
2418,68,1.0,0.89474,23,1.00000054914007e-08,54.914007
2419,68,1.0,1.0,23,1.00000056384327e-08,56.38432699
2430,68,1.1111,0.052632000000000005,23,1.1111004472454099e-08,44.72454101
2431,68,1.1111,0.15789,23,1.11110045814948e-08,45.814948
2432,68,1.1111,0.26316,23,1.1111004694426299e-08,46.94426301
2433,68,1.1111,0.36841999999999997,23,1.11110048113248e-08,48.11324801
2434,68,1.1111,0.47368000000000005,23,1.11110049318544e-08,49.31854401
2435,68,1.1111,0.57895,23,1.1111005056479099e-08,50.56479101
2436,68,1.1111,0.68421,23,1.11110051852537e-08,51.85253701
2437,68,1.1111,0.78947,23,1.11110053185192e-08,53.18519201
2438,68,1.1111,0.89474,23,1.11110054567289e-08,54.567289
2439,68,1.1111,1.0,23,1.11110055996257e-08,55.99625701
2450,68,1.2222,0.052632000000000005,23,1.2222004471186399e-08,44.71186401
2451,68,1.2222,0.15789,23,1.22220045773655e-08,45.77365499
2452,68,1.2222,0.26316,23,1.2222004687388e-08,46.87388
2453,68,1.2222,0.36841999999999997,23,1.22220048011283e-08,48.01128299
2454,68,1.2222,0.47368000000000005,23,1.2222004918115201e-08,49.18115199
2455,68,1.2222,0.57895,23,1.22220050390118e-08,50.390118
2456,68,1.2222,0.68421,23,1.22220051641899e-08,51.641899
2457,68,1.2222,0.78947,23,1.22220052928857e-08,52.92885699
2458,68,1.2222,0.89474,23,1.22220054263825e-08,54.26382501
2459,68,1.2222,1.0,23,1.22220055635832e-08,55.63583199999999
2470,68,1.3333,0.052632000000000005,23,1.33330044698958e-08,44.698958000000005
2471,68,1.3333,0.15789,23,1.33330045744174e-08,45.74417401
2472,68,1.3333,0.26316,23,1.3333004680984899e-08,46.80984901
2473,68,1.3333,0.36841999999999997,23,1.33330047909463e-08,47.90946301
2474,68,1.3333,0.47368000000000005,23,1.3333004905311702e-08,49.05311701
2475,68,1.3333,0.57895,23,1.3333005023544299e-08,50.23544301
2476,68,1.3333,0.68421,23,1.33330051445319e-08,51.445319
2477,68,1.3333,0.78947,23,1.33330052693869e-08,52.69386901
2478,68,1.3333,0.89474,23,1.33330053981564e-08,53.98156401
2479,68,1.3333,1.0,23,1.33330055319233e-08,55.319233
2490,68,1.4444,0.052632000000000005,23,1.44440044686917e-08,44.686917
2491,68,1.4444,0.15789,23,1.4444004569881401e-08,45.69881399
2492,68,1.4444,0.26316,23,1.44440046744937e-08,46.744937
2493,68,1.4444,0.36841999999999997,23,1.44440047822178e-08,47.822178
2494,68,1.4444,0.47368000000000005,23,1.44440048938526e-08,48.938526
2495,68,1.4444,0.57895,23,1.4444005008379998e-08,50.0838
2496,68,1.4444,0.68421,23,1.4444005127013299e-08,51.270133
2497,68,1.4444,0.78947,23,1.4444005247961899e-08,52.47961901
2498,68,1.4444,0.89474,23,1.4444005373435598e-08,53.73435599
2499,68,1.4444,1.0,23,1.4444005503209499e-08,55.03209501
2510,68,1.5556,0.052632000000000005,23,1.55560044676233e-08,44.676233
2511,68,1.5556,0.15789,23,1.55560045670127e-08,45.670127
2512,68,1.5556,0.26316,23,1.5556004669176997e-08,46.69177
2513,68,1.5556,0.36841999999999997,23,1.55560047748682e-08,47.748682
2514,68,1.5556,0.47368000000000005,23,1.5556004883662e-08,48.83661998
2515,68,1.5556,0.57895,23,1.55560049960486e-08,49.960485999999996
2516,68,1.5556,0.68421,23,1.55560051112892e-08,51.11289199
2517,68,1.5556,0.78947,23,1.5556005229805202e-08,52.29805198
2518,68,1.5556,0.89474,23,1.55560053523942e-08,53.52394199
2519,68,1.5556,1.0,23,1.55560054781041e-08,54.78104099
2530,68,1.6667,0.052632000000000005,23,1.66670044668359e-08,44.668359
2531,68,1.6667,0.15789,23,1.66670045641886e-08,45.641886
2532,68,1.6667,0.26316,23,1.66670046650424e-08,46.65042401
2533,68,1.6667,0.36841999999999997,23,1.66670047679036e-08,47.679035999999996
2534,68,1.6667,0.47368000000000005,23,1.66670048746544e-08,48.74654402
2535,68,1.6667,0.57895,23,1.6667004983855702e-08,49.83855699
2536,68,1.6667,0.68421,23,1.66670050980261e-08,50.98026099
2537,68,1.6667,0.78947,23,1.6667005213539697e-08,52.13539701
2538,68,1.6667,0.89474,23,1.66670053328804e-08,53.328804000000005
2539,68,1.6667,1.0,23,1.6667005455482e-08,54.55481999999999
2550,68,1.7778,0.052632000000000005,23,1.7778004465815698e-08,44.65815702
2551,68,1.7778,0.15789,23,1.77780045617236e-08,45.61723602
2552,68,1.7778,0.26316,23,1.77780046606069e-08,46.606069
2553,68,1.7778,0.36841999999999997,23,1.77780047621283e-08,47.62128301
2554,68,1.7778,0.47368000000000005,23,1.77780048667286e-08,48.66728602
2555,68,1.7778,0.57895,23,1.7778004974987998e-08,49.74988002
2556,68,1.7778,0.68421,23,1.7778005085012002e-08,50.850120000000004
2557,68,1.7778,0.78947,23,1.7778005197835e-08,51.97835002
2558,68,1.7778,0.89474,23,1.77780053152159e-08,53.15215901
2559,68,1.7778,1.0,23,1.7778005435149e-08,54.351490000000005
2570,68,1.8889,0.052632000000000005,23,1.8889004464754e-08,44.64753999
2571,68,1.8889,0.15789,23,1.88890045588215e-08,45.58821498
2572,68,1.8889,0.26316,23,1.8889004657434498e-08,46.574345
2573,68,1.8889,0.36841999999999997,23,1.8889004756389e-08,47.56388998
2574,68,1.8889,0.47368000000000005,23,1.88890048597042e-08,48.59704197
2575,68,1.8889,0.57895,23,1.8889004965279702e-08,49.65279698
2576,68,1.8889,0.68421,23,1.88890050736201e-08,50.73620099
2577,68,1.8889,0.78947,23,1.88890051858588e-08,51.858588
2578,68,1.8889,0.89474,23,1.88890053000532e-08,53.00053198
2579,68,1.8889,1.0,23,1.8889005417110198e-08,54.171102000000005
2590,68,2.0,0.052632000000000005,23,2.00000044637747e-08,44.637747
2591,68,2.0,0.15789,23,2.0000004557453798e-08,45.57453801
2592,68,2.0,0.26316,23,2.00000046529886e-08,46.52988599
2593,68,2.0,0.36841999999999997,23,2.00000047513044e-08,47.51304398
2594,68,2.0,0.47368000000000005,23,2.00000048525922e-08,48.52592201
2595,68,2.0,0.57895,23,2.0000004956212498e-08,49.56212501
2596,68,2.0,0.68421,23,2.0000005063091e-08,50.63090999
2597,68,2.0,0.78947,23,2.000000517201e-08,51.7201
2598,68,2.0,0.89474,23,2.00000052855356e-08,52.85535599
2599,68,2.0,1.0,23,2.0000005399773897e-08,53.997739
2610,67,1.0,0.052632000000000005,23,1.0000004473502199e-08,44.735022
2611,67,1.0,0.15789,23,1.00000045844532e-08,45.844532
2612,67,1.0,0.26316,23,1.00000047003146e-08,47.003146
2613,67,1.0,0.36841999999999997,23,1.00000048191649e-08,48.191649
2614,67,1.0,0.47368000000000005,23,1.00000049421664e-08,49.421664
2615,67,1.0,0.57895,23,1.00000050692647e-08,50.692646999999994
2616,67,1.0,0.68421,23,1.00000052023238e-08,52.023238
2617,67,1.0,0.78947,23,1.00000053391375e-08,53.391375
2618,67,1.0,0.89474,23,1.00000054807986e-08,54.807986
2619,67,1.0,1.0,23,1.00000056268571e-08,56.268570999999994
2630,67,1.1111,0.052632000000000005,23,1.1111004472101e-08,44.72101001
2631,67,1.1111,0.15789,23,1.1111004580066399e-08,45.80066401
2632,67,1.1111,0.26316,23,1.1111004692369e-08,46.92369001
2633,67,1.1111,0.36841999999999997,23,1.11110048087274e-08,48.08727401
2634,67,1.1111,0.47368000000000005,23,1.1111004928152999e-08,49.28153001
2635,67,1.1111,0.57895,23,1.1111005052396301e-08,50.523963
2636,67,1.1111,0.68421,23,1.1111005180699601e-08,51.806996000000005
2637,67,1.1111,0.78947,23,1.11110053123789e-08,53.123789
2638,67,1.1111,0.89474,23,1.11110054488867e-08,54.488867000000006
2639,67,1.1111,1.0,23,1.11110055902254e-08,55.902254000000006
2650,67,1.2222,0.052632000000000005,23,1.22220044708351e-08,44.708351
2651,67,1.2222,0.15789,23,1.2222004577556201e-08,45.77556199
2652,67,1.2222,0.26316,23,1.22220046855906e-08,46.855906
2653,67,1.2222,0.36841999999999997,23,1.2222004798540901e-08,47.985409000000004
2654,67,1.2222,0.47368000000000005,23,1.2222004915386499e-08,49.15386501
2655,67,1.2222,0.57895,23,1.22220050352499e-08,50.352499
2656,67,1.2222,0.68421,23,1.22220051598254e-08,51.59825399
2657,67,1.2222,0.78947,23,1.22220052877263e-08,52.87726299
2658,67,1.2222,0.89474,23,1.22220054206891e-08,54.20689099
2659,67,1.2222,1.0,23,1.2222005556751999e-08,55.567519999999995
2670,67,1.3333,0.052632000000000005,23,1.33330044698209e-08,44.69820901
2671,67,1.3333,0.15789,23,1.33330045720799e-08,45.72079901
2672,67,1.3333,0.26316,23,1.33330046798853e-08,46.798853
2673,67,1.3333,0.36841999999999997,23,1.3333004789437399e-08,47.89437401
2674,67,1.3333,0.47368000000000005,23,1.33330049025756e-08,49.025756
2675,67,1.3333,0.57895,23,1.33330050205522e-08,50.20552201
2676,67,1.3333,0.68421,23,1.33330051410599e-08,51.41059901
2677,67,1.3333,0.78947,23,1.33330052648527e-08,52.648527
2678,67,1.3333,0.89474,23,1.33330053931205e-08,53.93120501
2679,67,1.3333,1.0,23,1.33330055264842e-08,55.26484201
2690,67,1.4444,0.052632000000000005,23,1.44440044685023e-08,44.685023
2691,67,1.4444,0.15789,23,1.44440045687279e-08,45.68727899
2692,67,1.4444,0.26316,23,1.44440046737205e-08,46.737204999999996
2693,67,1.4444,0.36841999999999997,23,1.44440047812706e-08,47.81270599
2694,67,1.4444,0.47368000000000005,23,1.44440048927472e-08,48.92747199
2695,67,1.4444,0.57895,23,1.44440050060477e-08,50.06047699
2696,67,1.4444,0.68421,23,1.44440051237789e-08,51.237789
2697,67,1.4444,0.78947,23,1.44440052448182e-08,52.44818199
2698,67,1.4444,0.89474,23,1.44440053696136e-08,53.696135999999996
2699,67,1.4444,1.0,23,1.44440054981429e-08,54.981429000000006
2710,67,1.5556,0.052632000000000005,23,1.5556004467385797e-08,44.673858
2711,67,1.5556,0.15789,23,1.5556004566890202e-08,45.66890198
2712,67,1.5556,0.26316,23,1.5556004668347e-08,46.68347001
2713,67,1.5556,0.36841999999999997,23,1.55560047740112e-08,47.74011201
2714,67,1.5556,0.47368000000000005,23,1.55560048816793e-08,48.81679299
2715,67,1.5556,0.57895,23,1.55560049937019e-08,49.93701898
2716,67,1.5556,0.68421,23,1.55560051086518e-08,51.086518
2717,67,1.5556,0.78947,23,1.5556005227585e-08,52.27584999
2718,67,1.5556,0.89474,23,1.5556005349002e-08,53.49002001
2719,67,1.5556,1.0,23,1.5556005473693298e-08,54.73693301
2730,67,1.6667,0.052632000000000005,23,1.66670044665427e-08,44.66542701
2731,67,1.6667,0.15789,23,1.66670045631636e-08,45.63163601
2732,67,1.6667,0.26316,23,1.66670046642043e-08,46.64204301
2733,67,1.6667,0.36841999999999997,23,1.6667004767574998e-08,47.67575001
2734,67,1.6667,0.47368000000000005,23,1.66670048735448e-08,48.73544802
2735,67,1.6667,0.57895,23,1.6667004982747e-08,49.82746999
2736,67,1.6667,0.68421,23,1.66670050948647e-08,50.94864701
2737,67,1.6667,0.78947,23,1.66670052115608e-08,52.115608
2738,67,1.6667,0.89474,23,1.6667005329898e-08,53.29898000000001
2739,67,1.6667,1.0,23,1.6667005452588098e-08,54.52588102
2750,67,1.7778,0.052632000000000005,23,1.77780044656698e-08,44.65669801
2751,67,1.7778,0.15789,23,1.7778004561729e-08,45.61729002
2752,67,1.7778,0.26316,23,1.7778004660140898e-08,46.60140902
2753,67,1.7778,0.36841999999999997,23,1.7778004761141e-08,47.61141002
2754,67,1.7778,0.47368000000000005,23,1.77780048653928e-08,48.65392801
2755,67,1.7778,0.57895,23,1.77780049732963e-08,49.73296302
2756,67,1.7778,0.68421,23,1.7778005083477e-08,50.83477001
2757,67,1.7778,0.78947,23,1.77780051966314e-08,51.96631401
2758,67,1.7778,0.89474,23,1.7778005313727303e-08,53.13727301
2759,67,1.7778,1.0,23,1.7778005432768102e-08,54.327681000000005
2770,67,1.8889,0.052632000000000005,23,1.8889004464657803e-08,44.64657798
2771,67,1.8889,0.15789,23,1.8889004559275698e-08,45.592757
2772,67,1.8889,0.26316,23,1.8889004656029098e-08,46.560291
2773,67,1.8889,0.36841999999999997,23,1.88890047566544e-08,47.56654397
2774,67,1.8889,0.47368000000000005,23,1.88890048582528e-08,48.582528
2775,67,1.8889,0.57895,23,1.88890049645258e-08,49.64525799
2776,67,1.8889,0.68421,23,1.88890050722025e-08,50.722025
2777,67,1.8889,0.78947,23,1.88890051844686e-08,51.844685999999996
2778,67,1.8889,0.89474,23,1.8889005298405902e-08,52.98405897
2779,67,1.8889,1.0,23,1.88890054156789e-08,54.15678899
2790,67,2.0,0.052632000000000005,23,2.00000044637913e-08,44.637913
2791,67,2.0,0.15789,23,2.00000045563113e-08,45.56311299
2792,67,2.0,0.26316,23,2.00000046523838e-08,46.52383801
2793,67,2.0,0.36841999999999997,23,2.0000004751534e-08,47.51534001
2794,67,2.0,0.47368000000000005,23,2.0000004853098403e-08,48.53098399
2795,67,2.0,0.57895,23,2.00000049558059e-08,49.55805899
2796,67,2.0,0.68421,23,2.00000050626507e-08,50.62650701
2797,67,2.0,0.78947,23,2.0000005171364303e-08,51.71364299
2798,67,2.0,0.89474,23,2.00000052846848e-08,52.84684801
2799,67,2.0,1.0,23,2.00000053990496e-08,53.99049601
2810,66,1.0,0.052632000000000005,23,1.00000044731797e-08,44.73179699
2811,66,1.0,0.15789,23,1.0000004583241301e-08,45.83241299
2812,66,1.0,0.26316,23,1.00000046972283e-08,46.972283000000004
2813,66,1.0,0.36841999999999997,23,1.00000048156745e-08,48.156745
2814,66,1.0,0.47368000000000005,23,1.0000004938161e-08,49.381609999999995
2815,66,1.0,0.57895,23,1.00000050645196e-08,50.645196
2816,66,1.0,0.68421,23,1.00000051953893e-08,51.953893
2817,66,1.0,0.78947,23,1.00000053308771e-08,53.30877101
2818,66,1.0,0.89474,23,1.00000054713331e-08,54.713331000000004
2819,66,1.0,1.0,23,1.00000056157095e-08,56.157095
2830,66,1.1111,0.052632000000000005,23,1.11110044717135e-08,44.717135
2831,66,1.1111,0.15789,23,1.11110045783294e-08,45.78329401
2832,66,1.1111,0.26316,23,1.1111004691007601e-08,46.910076000000004
2833,66,1.1111,0.36841999999999997,23,1.1111004806233101e-08,48.062331
2834,66,1.1111,0.47368000000000005,23,1.1111004924909099e-08,49.24909101
2835,66,1.1111,0.57895,23,1.1111005047738899e-08,50.47738901
2836,66,1.1111,0.68421,23,1.1111005174128599e-08,51.74128601
2837,66,1.1111,0.78947,23,1.11110053062714e-08,53.06271401
2838,66,1.1111,0.89474,23,1.11110054425287e-08,54.425287
2839,66,1.1111,1.0,23,1.11110055818002e-08,55.818002
2850,66,1.2222,0.052632000000000005,23,1.22220044706394e-08,44.70639399
2851,66,1.2222,0.15789,23,1.22220045757186e-08,45.75718599
2852,66,1.2222,0.26316,23,1.22220046846974e-08,46.846973999999996
2853,66,1.2222,0.36841999999999997,23,1.22220047973623e-08,47.973622999999996
2854,66,1.2222,0.47368000000000005,23,1.22220049123054e-08,49.123053999999996
2855,66,1.2222,0.57895,23,1.22220050316493e-08,50.316493
2856,66,1.2222,0.68421,23,1.22220051550603e-08,51.550603
2857,66,1.2222,0.78947,23,1.22220052827837e-08,52.827837
2858,66,1.2222,0.89474,23,1.22220054145392e-08,54.145392
2859,66,1.2222,1.0,23,1.22220055495445e-08,55.49544499
2870,66,1.3333,0.052632000000000005,23,1.33330044693808e-08,44.69380801
2871,66,1.3333,0.15789,23,1.33330045726364e-08,45.726364000000004
2872,66,1.3333,0.26316,23,1.33330046789952e-08,46.78995201
2873,66,1.3333,0.36841999999999997,23,1.33330047877741e-08,47.877741
2874,66,1.3333,0.47368000000000005,23,1.3333004900488e-08,49.00488
2875,66,1.3333,0.57895,23,1.33330050167927e-08,50.16792701
2876,66,1.3333,0.68421,23,1.3333005137307299e-08,51.37307301
2877,66,1.3333,0.78947,23,1.3333005261074001e-08,52.61074
2878,66,1.3333,0.89474,23,1.3333005389244499e-08,53.89244501
2879,66,1.3333,1.0,23,1.33330055202822e-08,55.20282201
2890,66,1.4444,0.052632000000000005,23,1.44440044683266e-08,44.68326601
2891,66,1.4444,0.15789,23,1.44440045689232e-08,45.689232000000004
2892,66,1.4444,0.26316,23,1.44440046729952e-08,46.729952000000004
2893,66,1.4444,0.36841999999999997,23,1.4444004779545999e-08,47.79546
2894,66,1.4444,0.47368000000000005,23,1.44440048903097e-08,48.903096999999995
2895,66,1.4444,0.57895,23,1.44440050039882e-08,50.039882
2896,66,1.4444,0.68421,23,1.4444005121893901e-08,51.21893899
2897,66,1.4444,0.78947,23,1.4444005242522699e-08,52.425227
2898,66,1.4444,0.89474,23,1.44440053663571e-08,53.663571
2899,66,1.4444,1.0,23,1.4444005493674201e-08,54.93674199
2910,66,1.5556,0.052632000000000005,23,1.55560044672374e-08,44.67237401
2911,66,1.5556,0.15789,23,1.55560045663392e-08,45.663392
2912,66,1.5556,0.26316,23,1.55560046692754e-08,46.69275398
2913,66,1.5556,0.36841999999999997,23,1.5556004772931502e-08,47.72931499
2914,66,1.5556,0.47368000000000005,23,1.55560048806532e-08,48.80653198
2915,66,1.5556,0.57895,23,1.5556004992368702e-08,49.92368698
2916,66,1.5556,0.68421,23,1.55560051063864e-08,51.063864
2917,66,1.5556,0.78947,23,1.55560052242875e-08,52.242875
2918,66,1.5556,0.89474,23,1.55560053455436e-08,53.45543598
2919,66,1.5556,1.0,23,1.55560054705865e-08,54.705865
2930,66,1.6667,0.052632000000000005,23,1.6667004466514e-08,44.66514001
2931,66,1.6667,0.15789,23,1.66670045629849e-08,45.629849
2932,66,1.6667,0.26316,23,1.66670046640017e-08,46.64001702
2933,66,1.6667,0.36841999999999997,23,1.6667004766010402e-08,47.66010399
2934,66,1.6667,0.47368000000000005,23,1.66670048725688e-08,48.72568802
2935,66,1.6667,0.57895,23,1.66670049811944e-08,49.81194401
2936,66,1.6667,0.68421,23,1.66670050944288e-08,50.944288
2937,66,1.6667,0.78947,23,1.66670052088215e-08,52.08821499
2938,66,1.6667,0.89474,23,1.6667005327835e-08,53.27835002
2939,66,1.6667,1.0,23,1.6667005449828898e-08,54.49828902
2950,66,1.7778,0.052632000000000005,23,1.7778004465379198e-08,44.65379202
2951,66,1.7778,0.15789,23,1.77780045610658e-08,45.61065801
2952,66,1.7778,0.26316,23,1.77780046597733e-08,46.597733000000005
2953,66,1.7778,0.36841999999999997,23,1.77780047612829e-08,47.612829
2954,66,1.7778,0.47368000000000005,23,1.77780048652709e-08,48.65270901
2955,66,1.7778,0.57895,23,1.77780049723557e-08,49.72355702
2956,66,1.7778,0.68421,23,1.777800508276e-08,50.82760001
